customer_id,district,age_group,current_package,monthly_data_usage_gb,youtube_usage_gb,social_usage_gb,voice_minutes,sms_usage,monthly_spend_lkr,reload_frequency,add_on_count,device_type,is_5g_supported,sim_type,router_owned,churn_risk_score,complaint_count,previous_offer_response,days_since_last_change,predicted_best_action,predicted_offer,accepted
C2569,Kurunegala,36-45,10GB,10.2,1.5,1.6,287,541,1182,4,7,4G_Mobile,0,4G,0,0.3,2,Rejected,518,Upgrade_to_20GB,Data_Saver_Pack,1
C2570,Batticaloa,18-25,50GB,23.5,6.8,9.3,2342,304,12889,12,7,4G_Mobile,0,4G,1,0.51,9,Ignored,617,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2571,Trincomalee,18-25,10GB,10.6,3.0,1.4,2434,317,14432,28,7,4G_Mobile,0,5G,0,0.16,6,Accepted,407,Upgrade_to_20GB,Data_Saver_Pack,1
C2572,Gampaha,36-45,50GB,61.2,33.2,19.4,677,250,4505,8,2,5G_Mobile,1,4G,1,0.1,4,Rejected,523,Upgrade_to_100GB,10GB_Bonus,0
C2573,Ratnapura,46-60,20GB,17.2,5.2,6.7,2481,276,8888,2,9,4G_Mobile,0,5G,0,0.43,5,Accepted,56,Upgrade_to_50GB,5GB_Bonus,1
C2574,Matara,46-60,100GB,62.3,34.0,14.6,1258,399,14891,4,4,4G_Mobile,0,4G,1,0.19,8,Accepted,469,Upgrade_to_100GB,Premium_Business_Plan,0
C2575,Jaffna,26-35,100GB,60.2,11.5,24.7,426,148,2986,10,5,5G_Mobile,1,5G,0,0.18,8,Rejected,123,Recommend_5G_Router,10Percent_Discount,0
C2576,Kandy,36-45,100GB,71.6,8.8,7.4,2341,204,15361,22,4,Basic_Phone,0,5G,0,0.37,4,Rejected,330,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2577,Jaffna,36-45,20GB,12.3,2.7,1.1,343,444,17459,15,1,5G_Mobile,1,5G,1,0.2,6,Rejected,544,Upgrade_to_100GB,Premium_Business_Plan,0
C2578,Kurunegala,26-35,50GB,59.3,6.7,5.6,145,552,3421,2,5,Basic_Phone,0,4G,0,0.14,1,Ignored,672,Upgrade_to_100GB,10GB_Bonus,0
C2579,Anuradhapura,46-60,10GB,4.6,0.7,1.1,2142,200,18318,28,7,5G_Mobile,1,5G,0,0.27,5,Accepted,301,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2580,Negombo,26-35,50GB,30.0,11.2,8.1,2049,144,11776,21,0,5G_Mobile,1,5G,1,0.23,3,Ignored,727,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2581,Trincomalee,26-35,100GB,111.6,12.0,10.4,723,199,8534,24,2,4G_Mobile,0,5G,0,0.59,6,Ignored,450,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C2582,Kandy,36-45,10GB,12.7,4.3,5.6,1086,170,3259,21,6,Basic_Phone,0,5G,0,0.15,0,Rejected,706,Upgrade_to_20GB,Data_Saver_Pack,0
C2583,Galle,60+,50GB,39.2,22.5,11.2,2280,560,1781,9,8,Basic_Phone,0,4G,0,0.24,2,Ignored,24,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2584,Matara,36-45,50GB,28.0,14.5,5.0,2095,599,17974,23,7,Basic_Phone,0,4G,0,0.25,1,Ignored,352,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2585,Matara,36-45,100GB,76.1,13.7,4.4,1562,589,3240,19,1,4G_Mobile,0,5G,1,0.25,3,Ignored,494,Offer_New_Phone,5G_Phone_Upgrade_Offer,0
C2586,Badulla,26-35,100GB,107.1,39.3,27.1,1529,357,1621,12,4,4G_Mobile,0,4G,0,0.44,8,Accepted,140,Offer_Home_Router,Router_Bundle_Deal,0
C2587,Ratnapura,46-60,20GB,22.9,3.4,5.2,1486,304,16188,23,9,Basic_Phone,0,4G,0,0.23,0,Accepted,659,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2588,Kurunegala,26-35,20GB,17.1,10.1,1.4,322,214,15142,2,2,4G_Mobile,0,4G,0,0.22,7,Rejected,408,Upgrade_to_50GB,5GB_Bonus,0
C2589,Batticaloa,36-45,20GB,20.7,10.6,3.2,806,64,10045,4,9,Basic_Phone,0,4G,0,0.2,4,Ignored,152,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2590,Trincomalee,46-60,50GB,55.3,22.6,16.7,1313,250,2895,5,0,Basic_Phone,0,4G,0,0.14,9,Accepted,125,Upgrade_to_100GB,10GB_Bonus,1
C2591,Anuradhapura,46-60,20GB,25.3,10.3,6.1,597,381,17467,24,6,5G_Mobile,1,5G,0,0.2,6,Ignored,648,Upgrade_to_50GB,5GB_Bonus,0
C2592,Batticaloa,60+,50GB,26.0,8.7,2.2,1080,118,1353,19,3,Basic_Phone,0,4G,0,0.4,5,Rejected,50,No_Action,No_Offer,1
C2593,Trincomalee,46-60,20GB,20.9,8.1,4.8,1248,36,11954,15,3,4G_Mobile,0,5G,1,0.09,1,Ignored,243,Upgrade_to_50GB,5GB_Bonus,1
C2594,Ratnapura,60+,50GB,46.2,6.1,8.6,920,578,16510,15,4,5G_Mobile,1,5G,1,0.57,7,Ignored,330,Upgrade_to_100GB,10GB_Bonus,0
C2595,Jaffna,26-35,20GB,14.6,8.7,3.9,1579,566,6393,13,2,4G_Mobile,0,4G,1,0.22,2,Ignored,288,No_Action,No_Offer,0
C2596,Gampaha,18-25,20GB,23.4,4.6,7.4,107,102,11933,12,4,Basic_Phone,0,5G,0,0.26,4,Ignored,128,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2597,Colombo,46-60,20GB,9.9,2.5,2.9,1741,90,13586,2,5,5G_Mobile,1,5G,0,0.46,5,Rejected,33,Offer_Home_Router,Fibre_Broadband_Trial,1
C2598,Negombo,46-60,50GB,48.3,10.7,14.9,1392,481,5256,17,5,5G_Mobile,1,4G,1,0.52,3,Ignored,488,Upgrade_to_100GB,10GB_Bonus,0
C2599,Colombo,60+,50GB,28.9,16.6,8.3,1293,388,4436,1,1,5G_Mobile,1,4G,0,0.05,5,Accepted,258,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2600,Kandy,46-60,20GB,9.1,4.3,2.5,1539,585,19266,4,5,4G_Mobile,0,4G,1,0.04,5,Ignored,33,Upgrade_to_100GB,Premium_Business_Plan,0
C2601,Anuradhapura,18-25,50GB,25.2,12.2,8.7,1411,283,6664,15,2,4G_Mobile,0,4G,0,0.27,3,Accepted,533,No_Action,No_Offer,1
C2602,Jaffna,46-60,10GB,9.1,4.1,1.8,1297,533,19793,12,6,4G_Mobile,0,4G,1,0.06,9,Accepted,670,Upgrade_to_20GB,Data_Saver_Pack,1
C2603,Negombo,26-35,50GB,29.0,14.8,2.9,630,231,17863,14,2,5G_Mobile,1,5G,0,0.49,1,Rejected,404,Upgrade_to_100GB,Premium_Business_Plan,1
C2604,Gampaha,18-25,100GB,117.0,34.3,22.6,916,170,13736,5,2,5G_Mobile,1,5G,1,0.11,7,Accepted,225,No_Action,No_Offer,0
C2605,Anuradhapura,46-60,100GB,85.2,22.8,35.5,1617,347,10953,16,8,Basic_Phone,0,5G,0,0.4,5,Accepted,524,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2606,Kurunegala,46-60,100GB,105.8,42.5,22.7,1411,595,7407,16,5,Basic_Phone,0,5G,1,0.43,6,Accepted,402,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2607,Galle,46-60,10GB,12.2,7.3,3.0,1166,17,3403,8,7,4G_Mobile,0,5G,1,0.42,4,Ignored,135,Upgrade_to_20GB,Data_Saver_Pack,0
C2608,Kurunegala,46-60,20GB,25.3,9.8,2.3,1661,41,11671,13,5,5G_Mobile,1,5G,1,0.15,5,Accepted,427,Upgrade_to_50GB,5GB_Bonus,0
C2609,Colombo,46-60,20GB,24.1,5.8,4.0,1908,40,10140,17,0,5G_Mobile,1,4G,0,0.1,6,Accepted,316,Upgrade_to_50GB,5GB_Bonus,0
C2610,Trincomalee,60+,50GB,32.5,5.9,8.6,1450,397,5748,27,7,5G_Mobile,1,4G,0,0.45,6,Ignored,41,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2611,Ratnapura,18-25,100GB,127.3,21.4,10.1,1150,294,5638,7,8,Basic_Phone,0,4G,1,0.39,3,Accepted,342,No_Action,No_Offer,1
C2612,Negombo,18-25,20GB,8.1,2.6,0.5,905,350,7856,1,7,4G_Mobile,0,4G,1,0.42,0,Accepted,216,No_Action,No_Offer,0
C2613,Jaffna,26-35,10GB,10.8,4.4,1.1,1437,277,17654,26,7,5G_Mobile,1,4G,0,0.12,9,Accepted,121,Upgrade_to_20GB,Data_Saver_Pack,0
C2614,Batticaloa,26-35,100GB,72.0,19.9,8.0,439,61,5422,19,9,4G_Mobile,0,4G,1,0.41,4,Ignored,384,No_Action,No_Offer,0
C2615,Ratnapura,46-60,20GB,14.1,5.0,1.1,1337,74,10651,10,3,5G_Mobile,1,5G,1,0.07,9,Rejected,56,No_Action,No_Offer,1
C2616,Anuradhapura,60+,50GB,28.1,8.0,4.7,1029,129,7216,27,9,Basic_Phone,0,5G,0,0.51,8,Accepted,349,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2617,Matara,46-60,50GB,42.1,19.0,6.2,2309,308,7333,21,7,4G_Mobile,0,4G,0,0.12,9,Rejected,517,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2618,Gampaha,18-25,10GB,11.7,3.0,3.2,964,541,13376,22,3,4G_Mobile,0,5G,0,0.33,6,Ignored,255,Upgrade_to_20GB,Data_Saver_Pack,0
C2619,Kurunegala,18-25,100GB,105.1,52.9,9.3,1750,537,18873,6,2,4G_Mobile,0,4G,1,0.14,8,Rejected,687,Upgrade_to_100GB,Premium_Business_Plan,0
C2620,Badulla,46-60,20GB,23.6,9.4,5.5,243,494,5132,28,7,Basic_Phone,0,4G,0,0.37,3,Ignored,72,Upgrade_to_50GB,5GB_Bonus,0
C2621,Negombo,60+,20GB,24.5,8.4,10.4,375,208,15651,29,0,4G_Mobile,0,4G,0,0.42,4,Rejected,241,Upgrade_to_50GB,5GB_Bonus,1
C2622,Galle,18-25,10GB,12.5,1.3,5.3,1409,52,10027,15,4,Basic_Phone,0,4G,0,0.27,4,Ignored,383,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2623,Negombo,46-60,10GB,8.9,3.2,2.8,457,28,3078,13,8,4G_Mobile,0,5G,1,0.5,3,Accepted,508,Upgrade_to_20GB,Data_Saver_Pack,0
C2624,Negombo,46-60,20GB,14.5,8.1,5.2,2167,214,1661,5,9,Basic_Phone,0,5G,1,0.24,7,Ignored,450,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2625,Jaffna,26-35,100GB,82.7,34.9,34.9,1829,322,1620,24,5,4G_Mobile,0,4G,0,0.25,7,Ignored,60,Offer_Home_Router,Router_Bundle_Deal,1
C2626,Batticaloa,26-35,100GB,65.8,38.6,15.0,2205,489,16160,9,8,5G_Mobile,1,5G,1,0.24,9,Ignored,219,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2627,Galle,18-25,20GB,17.8,4.7,6.8,1002,397,1941,9,5,5G_Mobile,1,5G,1,0.33,6,Ignored,433,Upgrade_to_50GB,5GB_Bonus,1
C2628,Batticaloa,46-60,100GB,48.4,13.3,18.1,2498,120,11058,22,9,4G_Mobile,0,4G,1,0.12,9,Rejected,538,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2629,Trincomalee,60+,50GB,39.8,15.4,17.4,1289,422,19777,25,1,Basic_Phone,0,4G,1,0.33,2,Accepted,277,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2630,Anuradhapura,36-45,50GB,47.2,23.6,3.1,1070,579,2712,18,8,4G_Mobile,0,4G,1,0.17,9,Rejected,92,Upgrade_to_100GB,10GB_Bonus,1
C2631,Gampaha,60+,20GB,13.9,1.5,1.4,1023,391,15890,9,1,5G_Mobile,1,5G,0,0.2,3,Ignored,242,Offer_Home_Router,Fibre_Broadband_Trial,1
C2632,Galle,46-60,100GB,114.6,48.9,41.0,1433,403,2090,10,3,4G_Mobile,0,5G,1,0.46,6,Accepted,177,Offer_New_Phone,5G_Phone_Upgrade_Offer,1
C2633,Jaffna,26-35,10GB,12.8,5.8,4.3,1713,131,19649,8,6,4G_Mobile,0,4G,1,0.13,9,Ignored,222,Upgrade_to_20GB,Data_Saver_Pack,1
C2634,Gampaha,60+,10GB,8.1,2.4,0.8,1917,433,16925,7,1,Basic_Phone,0,4G,0,0.13,1,Ignored,42,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2635,Jaffna,36-45,20GB,19.4,7.6,5.6,1280,211,18668,29,4,4G_Mobile,0,4G,1,0.53,5,Rejected,729,Upgrade_to_50GB,5GB_Bonus,1
C2636,Kurunegala,26-35,10GB,10.9,2.4,1.0,1149,70,10814,25,8,4G_Mobile,0,4G,1,0.4,0,Ignored,130,Upgrade_to_20GB,Data_Saver_Pack,0
C2637,Galle,26-35,20GB,21.3,5.8,2.4,2329,189,9020,9,7,4G_Mobile,0,5G,0,0.06,3,Accepted,229,Upgrade_to_50GB,5GB_Bonus,1
C2638,Colombo,60+,10GB,6.9,3.0,2.2,1017,233,18340,26,0,5G_Mobile,1,5G,1,0.38,0,Accepted,63,Upgrade_to_100GB,Premium_Business_Plan,0
C2639,Batticaloa,26-35,10GB,7.8,3.1,1.6,2476,158,8031,25,4,4G_Mobile,0,5G,1,0.24,5,Ignored,562,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2640,Kandy,36-45,20GB,22.9,7.0,7.6,1198,481,17596,7,8,5G_Mobile,1,5G,1,0.16,4,Accepted,285,Upgrade_to_50GB,5GB_Bonus,0
C2641,Badulla,18-25,20GB,12.1,3.5,2.4,1965,354,2517,4,9,4G_Mobile,0,5G,0,0.19,4,Ignored,711,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2642,Badulla,36-45,20GB,10.6,5.2,2.1,1639,46,16890,1,5,5G_Mobile,1,4G,1,0.12,4,Ignored,709,Upgrade_to_5G_SIM,Free_SIM_Replacement,0
C2643,Anuradhapura,36-45,50GB,61.8,21.7,18.1,2066,414,6162,6,0,5G_Mobile,1,4G,1,0.27,0,Rejected,485,Upgrade_to_100GB,10GB_Bonus,1
C2644,Trincomalee,26-35,20GB,21.5,8.3,2.1,1420,407,15517,10,2,Basic_Phone,0,5G,0,0.43,9,Ignored,708,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2645,Galle,26-35,100GB,97.6,33.7,18.1,195,9,9696,22,6,4G_Mobile,0,4G,0,0.4,5,Rejected,40,Offer_Home_Router,Router_Bundle_Deal,0
C2646,Trincomalee,18-25,20GB,25.4,13.7,8.0,2459,318,8421,20,9,5G_Mobile,1,5G,1,0.11,4,Accepted,426,Upgrade_to_50GB,5GB_Bonus,1
C2647,Kandy,26-35,50GB,22.8,12.1,4.3,1687,301,5542,26,4,4G_Mobile,0,4G,1,0.39,5,Rejected,632,No_Action,No_Offer,1
C2648,Batticaloa,36-45,20GB,21.8,9.2,7.5,1068,326,6295,17,0,4G_Mobile,0,5G,1,0.29,1,Rejected,502,Upgrade_to_50GB,5GB_Bonus,1
C2649,Galle,36-45,20GB,9.1,2.3,3.9,2073,247,13927,25,7,5G_Mobile,1,4G,0,0.09,4,Accepted,235,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2650,Colombo,46-60,20GB,22.3,12.1,6.5,1347,322,4651,10,8,5G_Mobile,1,5G,1,0.1,0,Ignored,706,Upgrade_to_50GB,5GB_Bonus,1
C2651,Kurunegala,60+,100GB,51.7,11.5,13.2,506,212,6154,9,0,5G_Mobile,1,5G,1,0.09,1,Rejected,625,Cross_Sell_Add_On,First_Add_On_Free,1
C2652,Jaffna,18-25,10GB,6.7,3.2,2.5,1161,471,19522,7,4,5G_Mobile,1,4G,1,0.03,8,Accepted,572,Upgrade_to_5G_SIM,Free_SIM_Replacement,1
C2653,Badulla,26-35,20GB,12.7,6.6,5.1,1732,598,13739,1,9,5G_Mobile,1,5G,0,0.17,8,Accepted,640,No_Action,No_Offer,1
C2654,Kandy,18-25,20GB,8.5,1.1,1.0,1367,275,8856,29,7,4G_Mobile,0,5G,1,0.23,4,Accepted,54,No_Action,No_Offer,0
C2655,Negombo,46-60,50GB,61.0,25.3,11.8,91,360,12028,7,9,5G_Mobile,1,4G,1,0.49,4,Accepted,90,Upgrade_to_100GB,10GB_Bonus,1
C2656,Negombo,60+,100GB,114.0,55.8,33.9,466,494,5994,9,6,4G_Mobile,0,5G,0,0.38,9,Accepted,273,Offer_New_Phone,5G_Phone_Upgrade_Offer,1
C2657,Negombo,36-45,100GB,126.4,56.0,56.1,1019,204,3959,14,1,4G_Mobile,0,4G,0,0.02,7,Rejected,684,Offer_Home_Router,Router_Bundle_Deal,1
C2658,Jaffna,18-25,20GB,17.4,9.1,7.0,244,20,7860,23,9,4G_Mobile,0,4G,1,0.08,0,Ignored,513,Upgrade_to_50GB,5GB_Bonus,1
C2659,Negombo,36-45,20GB,20.7,11.0,8.4,1834,163,8932,27,6,4G_Mobile,0,4G,0,0.31,6,Rejected,140,Upgrade_to_50GB,5GB_Bonus,0
C2660,Anuradhapura,26-35,100GB,77.4,44.7,9.1,1347,472,7030,15,4,5G_Mobile,1,5G,1,0.14,3,Rejected,398,No_Action,No_Offer,1
C2661,Negombo,36-45,50GB,35.5,21.1,11.9,131,521,12007,12,8,Basic_Phone,0,5G,0,0.59,3,Rejected,674,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2662,Gampaha,26-35,10GB,11.6,4.1,1.3,1769,464,11317,26,8,4G_Mobile,0,4G,0,0.24,6,Accepted,259,Upgrade_to_20GB,Data_Saver_Pack,0
C2663,Kandy,18-25,100GB,41.4,15.5,2.5,335,260,5684,27,7,4G_Mobile,0,4G,0,0.53,0,Ignored,288,No_Action,No_Offer,0
C2664,Galle,26-35,20GB,17.2,8.3,2.9,398,12,6225,12,2,4G_Mobile,0,4G,1,0.04,5,Ignored,420,Upgrade_to_50GB,5GB_Bonus,1
C2665,Kurunegala,36-45,20GB,16.4,2.9,3.5,96,83,11695,3,2,5G_Mobile,1,5G,0,0.18,7,Accepted,558,No_Action,No_Offer,1
C2666,Kandy,26-35,50GB,25.9,3.2,9.9,1324,337,9690,13,4,4G_Mobile,0,5G,1,0.39,3,Rejected,691,No_Action,No_Offer,0
C2667,Gampaha,46-60,10GB,4.9,1.1,0.5,1533,423,13123,27,0,4G_Mobile,0,4G,0,0.4,7,Accepted,504,Offer_Home_Router,Fibre_Broadband_Trial,0
C2668,Negombo,60+,100GB,77.6,38.4,26.1,677,484,16721,9,3,Basic_Phone,0,5G,0,0.42,1,Accepted,163,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2669,Kandy,46-60,50GB,64.0,28.4,12.5,606,170,14147,21,9,4G_Mobile,0,4G,0,0.54,3,Rejected,652,Upgrade_to_100GB,10GB_Bonus,0
C2670,Badulla,36-45,50GB,34.5,11.8,8.7,1659,172,17372,3,3,4G_Mobile,0,4G,0,0.39,1,Ignored,510,Upgrade_to_100GB,Premium_Business_Plan,0
C2671,Ratnapura,18-25,50GB,35.7,8.4,12.0,297,71,5015,7,7,Basic_Phone,0,5G,1,0.5,3,Accepted,95,No_Action,No_Offer,0
C2672,Anuradhapura,60+,20GB,21.6,5.9,9.6,1960,151,4496,27,3,4G_Mobile,0,4G,0,0.38,4,Ignored,507,Upgrade_to_50GB,5GB_Bonus,1
C2673,Batticaloa,18-25,50GB,24.6,4.3,6.1,2211,446,4481,24,3,Basic_Phone,0,4G,1,0.24,8,Rejected,583,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2674,Jaffna,26-35,100GB,114.6,53.6,46.5,1389,148,4048,11,9,4G_Mobile,0,4G,1,0.08,6,Rejected,328,No_Action,No_Offer,1
C2675,Trincomalee,60+,100GB,79.0,21.5,7.6,2134,594,7452,29,2,Basic_Phone,0,4G,1,0.13,0,Accepted,265,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2676,Kurunegala,60+,50GB,59.8,23.1,15.4,1024,362,9639,13,1,Basic_Phone,0,5G,1,0.44,3,Accepted,22,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2677,Colombo,18-25,10GB,7.3,2.1,2.7,61,127,4742,25,8,5G_Mobile,1,5G,1,0.12,4,Accepted,136,No_Action,No_Offer,1
C2678,Badulla,26-35,20GB,20.3,7.2,4.0,1517,21,18482,1,2,5G_Mobile,1,4G,1,0.18,2,Ignored,482,Upgrade_to_50GB,5GB_Bonus,1
C2679,Colombo,36-45,20GB,8.9,4.3,2.9,383,591,14276,12,4,5G_Mobile,1,5G,0,0.28,7,Ignored,8,Offer_Home_Router,Fibre_Broadband_Trial,0
C2680,Kandy,18-25,20GB,24.2,6.9,3.2,466,232,10674,19,6,Basic_Phone,0,5G,0,0.44,9,Ignored,420,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2681,Kurunegala,26-35,50GB,25.9,10.5,1.7,1433,400,5482,5,8,4G_Mobile,0,4G,1,0.18,5,Rejected,304,No_Action,No_Offer,0
C2682,Kurunegala,26-35,10GB,6.2,2.9,2.1,1389,471,12745,7,8,4G_Mobile,0,5G,1,0.49,4,Rejected,725,No_Action,No_Offer,1
C2683,Trincomalee,60+,20GB,16.2,4.1,3.7,678,96,17605,18,2,4G_Mobile,0,4G,1,0.37,3,Rejected,227,Upgrade_to_100GB,Premium_Business_Plan,1
C2684,Badulla,36-45,100GB,103.5,16.4,30.0,2329,581,14016,24,6,Basic_Phone,0,4G,0,0.32,1,Rejected,218,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2685,Anuradhapura,60+,50GB,52.8,30.9,18.9,242,17,6083,28,6,Basic_Phone,0,4G,0,0.36,0,Ignored,452,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2686,Colombo,26-35,50GB,35.2,6.9,13.6,1337,290,7451,18,4,5G_Mobile,1,5G,0,0.36,4,Ignored,81,Offer_Home_Router,Fibre_Broadband_Trial,0
C2687,Trincomalee,18-25,20GB,23.8,12.8,4.9,1615,169,12248,3,4,5G_Mobile,1,4G,1,0.71,1,Ignored,257,Upgrade_to_50GB,5GB_Bonus,1
C2688,Ratnapura,36-45,10GB,4.0,1.6,1.1,666,47,10826,16,5,4G_Mobile,0,4G,1,0.39,6,Ignored,514,No_Action,No_Offer,0
C2689,Matara,46-60,50GB,55.0,17.8,6.8,1205,66,16126,6,9,Basic_Phone,0,4G,1,0.26,9,Ignored,92,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2690,Gampaha,26-35,50GB,46.3,5.5,19.5,853,494,5535,2,2,4G_Mobile,0,4G,0,0.14,2,Rejected,190,Upgrade_to_100GB,10GB_Bonus,1
C2691,Badulla,36-45,100GB,123.9,20.7,44.1,1403,486,11611,16,0,4G_Mobile,0,4G,0,0.45,9,Rejected,148,Offer_Home_Router,Router_Bundle_Deal,1
C2692,Batticaloa,60+,20GB,9.6,3.7,0.7,1758,114,6409,17,4,5G_Mobile,1,5G,1,0.38,8,Ignored,112,No_Action,No_Offer,1
C2693,Colombo,36-45,20GB,24.4,6.9,10.9,1909,140,11315,1,4,4G_Mobile,0,4G,0,0.43,0,Ignored,163,Upgrade_to_50GB,5GB_Bonus,0
C2694,Kandy,36-45,100GB,104.9,42.4,23.1,1288,44,4397,18,9,Basic_Phone,0,4G,0,0.27,8,Rejected,453,Offer_Home_Router,Router_Bundle_Deal,0
C2695,Matara,36-45,100GB,105.6,12.8,16.1,1537,570,19867,27,0,5G_Mobile,1,4G,0,0.17,2,Rejected,198,Offer_Home_Router,Router_Bundle_Deal,0
C2696,Kurunegala,60+,20GB,10.1,3.1,1.1,1985,176,12218,3,1,5G_Mobile,1,5G,0,0.08,1,Accepted,266,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2697,Negombo,60+,50GB,39.6,4.6,15.2,1113,35,6313,6,5,4G_Mobile,0,4G,0,0.04,2,Accepted,621,No_Action,No_Offer,0
C2698,Matara,26-35,10GB,7.7,1.9,3.1,1836,120,3347,29,4,5G_Mobile,1,5G,1,0.24,6,Accepted,20,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2699,Kandy,18-25,20GB,14.6,6.2,4.7,1134,566,15258,22,9,5G_Mobile,1,5G,1,0.12,0,Ignored,10,Upgrade_to_100GB,Premium_Business_Plan,0
C2700,Gampaha,46-60,10GB,7.6,1.5,3.2,2293,63,8438,22,4,5G_Mobile,1,5G,1,0.36,2,Rejected,703,Offer_Voice_Pack,Unlimited_Local_Voice,0
C2701,Negombo,60+,10GB,10.4,2.9,4.7,75,517,16313,27,8,5G_Mobile,1,5G,0,0.26,2,Ignored,8,Upgrade_to_20GB,Data_Saver_Pack,0
C2702,Ratnapura,26-35,10GB,10.7,5.8,2.9,75,92,5291,7,9,4G_Mobile,0,5G,1,0.45,3,Rejected,435,Upgrade_to_20GB,Data_Saver_Pack,1
C2703,Trincomalee,46-60,20GB,24.4,9.3,9.4,2443,316,12463,15,2,4G_Mobile,0,5G,1,0.12,5,Ignored,122,Upgrade_to_50GB,5GB_Bonus,0
C2704,Colombo,60+,20GB,13.3,2.9,5.8,1517,242,3278,23,8,5G_Mobile,1,5G,1,0.21,0,Accepted,516,No_Action,No_Offer,0
C2705,Negombo,18-25,100GB,43.6,6.4,3.7,1497,44,13625,7,0,Basic_Phone,0,5G,0,0.61,5,Ignored,590,Offer_New_Phone,Smartphone_Trade_In_Deal,1
C2706,Matara,26-35,10GB,9.9,2.6,2.1,2296,269,7452,3,9,5G_Mobile,1,5G,0,0.38,1,Rejected,445,Upgrade_to_20GB,Data_Saver_Pack,0
C2707,Gampaha,18-25,50GB,49.6,6.7,20.3,1713,129,12544,27,6,4G_Mobile,0,4G,1,0.04,4,Accepted,440,Buy_Social_Media_Package,Social_Unlimited_Add_On,0
C2708,Negombo,36-45,50GB,64.7,21.2,12.9,2208,60,6683,16,3,5G_Mobile,1,5G,0,0.04,2,Accepted,132,Upgrade_to_100GB,10GB_Bonus,0
C2709,Jaffna,36-45,100GB,119.2,19.2,7.7,1227,528,17270,26,3,4G_Mobile,0,4G,1,0.46,8,Ignored,639,Upgrade_to_100GB,Premium_Business_Plan,1
C2710,Kandy,46-60,10GB,5.5,3.2,0.6,1652,529,17009,9,6,4G_Mobile,0,4G,0,0.21,6,Ignored,106,Upgrade_to_100GB,Premium_Business_Plan,0
C2711,Gampaha,36-45,10GB,7.9,3.0,1.7,1789,305,13938,7,1,Basic_Phone,0,5G,0,0.2,7,Ignored,660,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2712,Matara,26-35,20GB,12.0,5.1,3.8,1424,426,6015,2,5,Basic_Phone,0,4G,0,0.17,3,Rejected,304,Offer_New_Phone,Smartphone_Trade_In_Deal,0
C2713,Anuradhapura,46-60,20GB,23.0,9.5,10.1,239,188,19554,26,2,4G_Mobile,0,5G,1,0.32,9,Accepted,312,Upgrade_to_50GB,5GB_Bonus,0
C2714,Kurunegala,46-60,20GB,19.5,2.0,1.1,2126,66,3604,24,5,5G_Mobile,1,5G,0,0.15,2,Ignored,361,Upgrade_to_50GB,5GB_Bonus,0
C2715,Jaffna,60+,100GB,67.8,33.5,17.6,379,578,19508,25,0,5G_Mobile,1,5G,0,0.33,1,Rejected,21,Recommend_5G_Router,10Percent_Discount,1
C2716,Trincomalee,18-25,50GB,40.5,14.2,10.0,1847,14,3827,8,0,5G_Mobile,1,5G,1,0.09,5,Ignored,493,Offer_Voice_Pack,Unlimited_Local_Voice,1
C2717,Badulla,60+,10GB,12.7,4.9,0.7,1669,398,8205,21,9,4G_Mobile,0,4G,0,0.28,9,Ignored,704,Upgrade_to_20GB,Data_Saver_Pack,1
